project_id,start_date,end_date,emission_reduction,project_size,successful_projects,total_projects,verification_score,risk_assessment,compliance_score,validated,project_duration,historical_success_rate
776e9b4e-87db-48b0-bb73-d5c0d3e72c2f,2024-04-08,2025-11-14,4780.181024141865,small,4,79,85.4926516928713,15.163923241039265,93.20344602590308,1,585,0.05063291139240506
22342e79-bcab-4c3e-b164-3a0bd0b934ca,2024-01-18,2025-04-16,9910.75570901447,large,26,78,85.26277245103199,49.245469444810816,75.41692669544433,1,454,0.3333333333333333
eab6c621-2b41-481d-80f5-b6ce53d0722a,2021-09-07,2028-07-23,10446.83863142781,medium,43,20,67.73587921709004,50.23644404692704,56.94905592033436,1,2511,1.0
c49fc0cc-5ce2-4697-87cc-a0cd91c5aab4,2024-02-22,2025-07-21,8376.856214816578,medium,46,96,66.17624759036362,51.94578819167533,74.34427791042327,1,515,0.4791666666666667
8ccae3ea-da97-4377-8fc5-e77851f6eecb,2022-12-17,2030-01-27,11922.084022513243,small,4,61,70.12603789899975,35.229361855595066,72.99337849003932,1,2598,0.06557377049180328
8f44cd09-8895-4859-9471-6c04226a644b,2024-11-28,2026-02-04,5953.015899155739,medium,4,11,88.77567685956143,35.70726081025709,80.59688214489361,1,433,0.36363636363636365
d2c73aa0-f1cf-46ba-b342-0ba13db7f3de,2021-11-24,2026-12-16,9425.8591342932,small,47,32,63.239758387217215,56.33707472986055,77.42298285690464,0,1848,1.0
1063a3ed-ca25-4647-8570-62a9c8980d05,2020-05-31,2029-01-21,9504.682956420169,small,8,4,92.4260570799056,68.41547722459278,88.6243142321676,0,3157,1.0
fd37ed60-d286-4b19-9ddf-3905f1d2b952,2024-05-03,2028-01-10,14898.028567770401,large,46,29,80.16311445902822,44.72301245485416,84.38488800346292,1,1347,1.0
a843b685-1699-447f-aff4-cd677b6db2ac,2023-02-05,2028-01-09,8481.290804832774,large,26,5,73.38840232666142,44.38212085941018,77.42784087209134,1,1799,1.0
e70474be-2e59-4cd2-b289-d9b010771bbe,2023-07-07,2026-11-26,9599.16256253634,small,3,76,83.15863600274447,48.02462450872819,82.80145148247874,1,1238,0.039473684210526314
5640c09a-5da7-4bbd-aae9-91dae11f52b2,2023-08-14,2027-09-29,8022.83973534854,medium,48,39,68.74092020414167,34.501632568661655,75.61798910172482,1,1507,1.0
c0404295-d613-40e8-ad76-ac3fd9efaa73,2021-08-04,2028-05-31,12379.940845634577,medium,23,23,78.70433774579902,18.277595363638355,73.53509579413037,1,2492,1.0
c2941b6e-26c7-4bc0-a2c0-71a79c299f7c,2021-02-22,2026-06-08,11485.792737917016,small,26,97,69.69732062639619,44.28575050531518,81.64218379407781,1,1932,0.26804123711340205
3e85d83a-4f62-4987-9293-c442cc7567a5,2021-06-30,2029-02-17,10005.999026250316,small,0,16,82.87978251751683,71.35145933863411,89.78080777935332,0,2789,0.0
17c5d0ac-8e38-4e6e-917c-2dc5cf1282e3,2021-03-10,2026-08-30,10761.08895254006,small,31,50,69.94061275910566,28.493546890163977,90.97056844277729,1,1999,0.62
8a965758-a30f-4800-876b-e5fcecdccbac,2022-09-07,2029-08-02,9645.346892245901,medium,15,11,76.07032639770881,17.938836800097846,81.6895563955812,0,2521,1.0
af0cadc7-51a8-4fc4-abbc-e273cb34e90c,2023-12-19,2027-04-18,15194.848331735308,large,22,72,83.30837084150868,73.21843082552932,70.58162253053266,0,1216,0.3055555555555556
b4f124bf-0adf-41aa-b319-c66439ea2535,2020-09-20,2026-05-21,7458.450733602514,small,27,97,57.64846625279212,72.28002753547196,87.33010558308098,1,2069,0.27835051546391754
f52954a6-c8d4-4452-addb-9cb6c225e110,2020-03-31,2027-05-02,8841.837058663681,medium,19,48,86.48415827978287,47.692411818803066,72.90154614199008,1,2588,0.3958333333333333
75127a3d-96dc-40c3-b094-6db23d7da5df,2022-01-31,2029-12-29,8766.698133398644,medium,16,34,76.11247503453455,59.676569356468,73.13222800018694,1,2889,0.47058823529411764
90f9863c-f306-43f2-b52f-3411d70bff54,2023-05-26,2025-05-06,6976.504695735653,medium,35,21,82.74140264235999,53.9282817371012,78.40452945263472,0,711,1.0
f6cc526b-29c5-4e48-a690-8a245c6c88af,2023-06-27,2027-02-16,9429.671806203629,small,44,63,56.175889838894975,20.98433899568696,74.18085744180132,1,1330,0.6984126984126984
a28ea365-6fa0-4824-aeae-94c26a7f7ba5,2023-03-13,2025-12-25,10351.359583958314,medium,7,17,74.65354295556581,58.476065275392436,62.63103920632643,0,1018,0.4117647058823529
12758577-754d-4dcf-b765-822856518a2b,2021-05-22,2028-03-10,11963.398052686973,large,17,34,62.561092169308324,61.34496645903464,72.80015446187748,0,2484,0.5
1ed79648-a7ac-4d9d-858a-ab6c0854c165,2020-07-18,2028-09-01,7551.86241222877,small,12,51,69.41052473344936,55.11295260221957,90.17052233755331,0,2967,0.23529411764705882
c0bfa3c9-8ace-4c28-a58d-fe163be89576,2022-11-03,2029-05-12,6315.762750390656,small,8,67,66.20448570711547,26.370039962469754,92.33464477142182,1,2382,0.11940298507462686
e75d4d66-564b-42f5-b755-4c6e6ea0b96a,2021-03-18,2028-02-08,10560.15111957853,large,36,24,73.44793367274727,2.394921754745045,78.51829430374299,1,2518,1.0
6c572aed-cb59-4c33-8c3c-432d7060b4d3,2022-05-18,2026-12-29,8416.91125142818,small,29,22,56.262795974202724,33.07373094140572,71.78686445150102,0,1686,1.0
b3a10dd2-b366-47b1-b65d-aa791a9167bf,2023-01-10,2025-08-21,8017.229318204498,large,42,10,61.87438286721013,26.584358305233117,91.569756511796,1,954,1.0
065eb925-186f-4ee0-86de-49bafedd92ac,2024-02-21,2027-08-19,8703.781078468515,small,27,5,55.33426520619141,32.048511514135754,82.56292012858533,1,1275,1.0
41a2c08b-2336-4348-a241-79b8570ec95b,2024-05-30,2028-10-29,10471.237208775136,small,45,31,56.94869297835834,46.52164351543795,72.90233263651723,1,1613,1.0
ac158e9b-60d7-4cc4-a31c-a3290904cc13,2021-08-29,2026-09-27,15626.566363245509,small,49,24,67.07480506209036,90.86259758128762,95.79593108939888,1,1855,1.0
01f7fde9-e66a-47ad-9976-4dcddacceb1e,2021-12-29,2025-07-14,10053.943602521762,small,17,11,61.49877610878085,43.98130408791942,77.3010934097732,0,1293,1.0
3a9b6390-b034-43c2-9a37-8280fcffb26a,2020-06-03,2029-05-05,11189.162187768889,small,19,51,67.75001934144326,34.105535939550755,97.58871669803834,0,3258,0.37254901960784315
b2633435-b663-457e-946d-02a03cf6bcb3,2022-03-23,2027-02-16,10395.807305585464,medium,47,48,63.60583020802617,54.3639778676361,99.51623449531311,1,1791,0.9791666666666666
93e49598-1344-4904-a1ee-b442e836ead6,2022-12-13,2025-05-31,5864.43461750779,small,35,78,67.12544153269,48.5604730116708,86.27396056048121,0,900,0.44871794871794873
c12174bf-53a0-4547-82eb-f64dfc0d199c,2020-06-19,2026-08-26,10913.866650149841,large,18,4,76.20404362883176,70.91490428961812,74.06077510909138,0,2259,1.0
df44c389-3a0a-4de0-b707-0351da8bf2ef,2021-07-28,2027-12-26,10180.503763681085,medium,4,8,68.08806839851107,20.62418093417031,73.4368935582806,0,2342,0.5
c0f560f5-fead-44ab-8112-b6b526d2b28d,2024-01-22,2026-11-17,15212.515502465269,small,33,7,79.07957969678007,30.6243898831217,70.46602746283473,0,1030,1.0
c03cd881-5a16-4ba3-8165-c1f06ff0a5f9,2024-12-24,2029-01-16,9584.86054201222,small,16,99,63.081819473695504,63.78078079704037,84.40165589081428,1,1484,0.16161616161616163
ea36c6dc-ceb0-4e1a-9a42-c7b834633138,2024-08-09,2026-04-15,9663.776953935543,medium,27,32,84.84467960618692,72.10065294442691,86.71486066382847,1,614,0.84375
fd1a8d34-ff16-4f59-9668-a1ea3dfcadcc,2022-07-06,2026-11-09,11352.635946395754,small,35,86,57.398595737697306,58.76597810364748,82.03981291429419,1,1587,0.4069767441860465
1845c87f-0cde-4985-b547-b4b8d369de6a,2024-06-08,2026-03-19,7850.152111015398,small,37,22,74.64957849449098,46.36670774504722,100.0,1,649,1.0
ae6e14d1-e12c-4080-a5dd-15b699ce4a26,2024-09-20,2028-05-05,13478.263969515772,large,29,90,59.59956907157347,87.97929287448243,88.53372000121729,0,1323,0.32222222222222224
4ccbcd25-211b-49ca-9924-2474b235468c,2021-08-22,2027-05-05,12463.31887753409,small,17,36,62.08837553284016,65.34046955298098,78.8258893580391,1,2082,0.4722222222222222
4f01a672-6bd6-40ca-a989-cc0b6d61bfbf,2020-03-05,2029-10-10,12011.847974076902,small,5,29,74.98473348913333,61.529879336680985,64.31402914238643,1,3506,0.1724137931034483
bf1d10c2-da8a-46d9-91f7-5f1144efdeef,2023-11-28,2025-03-17,8717.33763030819,medium,25,68,75.71010639137204,73.5000154873129,92.38508497171951,1,475,0.36764705882352944
7f5e4986-a1d3-4470-8f38-c5ff3c29f19f,2024-08-12,2028-01-08,12291.682766545946,medium,14,95,92.01251601037592,44.13260934658504,69.32608524033401,1,1244,0.14736842105263157
008c1b8a-bf9c-420c-80f9-2a9e2d8b8ad0,2024-11-25,2026-10-05,6186.640344238239,small,0,86,71.94754665887724,61.30872016930502,84.09392409548411,0,679,0.0
558e62e8-6185-41e3-9a0b-83b0ae758b25,2020-10-28,2026-06-30,11721.961500490943,large,16,61,73.72598524037205,34.597439358592965,90.01201355316803,1,2071,0.26229508196721313
3f4365e0-396c-4015-a662-ab898af3ed39,2022-12-29,2026-07-02,14459.911333390985,medium,30,53,57.74177933156459,65.88972904798422,73.40903869086941,1,1281,0.5660377358490566
2eb5cb31-e675-40e8-89ba-e08bdfa93a88,2023-11-13,2026-07-26,8876.82488961129,medium,1,72,79.40761197120383,56.24489592822315,71.18531049295423,1,986,0.013888888888888888
9ad38271-3f72-43cc-80a2-b3fa76a8fe38,2024-11-04,2025-11-16,9308.776399098335,small,35,85,82.84568614903269,49.734376097202286,71.92752285619463,0,377,0.4117647058823529
85cad990-4653-40d6-b398-f68288fc0c3a,2020-12-21,2027-07-04,8932.764766250959,large,34,15,61.260294360761606,71.75552983304084,77.22873091097561,1,2386,1.0
7b60a1ce-a49a-45b3-8120-2ecd81bdf8d7,2021-03-29,2027-07-03,8468.94432721245,small,26,48,65.24617471710408,45.03750316097095,70.47291545090509,1,2287,0.5416666666666666
add8d128-2056-44dc-bbf0-b2f028833e1c,2024-05-16,2028-06-04,7182.585028386716,medium,2,54,74.45721581606026,57.37860511577378,69.09099081079896,1,1480,0.037037037037037035
1cc1df9e-d1c2-4110-83bc-2893a53c4e1a,2021-06-23,2029-01-14,9845.384010562511,small,45,68,80.61103935754049,42.62495680668676,71.27918199614427,1,2762,0.6617647058823529
c6b3fc2c-79ba-4e63-b33e-531ee8640758,2023-03-01,2026-01-09,7903.911428187908,medium,19,69,70.86287802123951,46.60420185649143,94.6894900224865,1,1045,0.2753623188405797
d70a8fb5-f480-414a-8d83-1638f1a61f7d,2023-06-27,2029-12-05,11607.257593996517,small,7,64,85.00728455414756,38.784803085440764,99.60033719144059,1,2353,0.109375
863cf25e-b923-4d28-8754-8a51e53889d9,2022-06-11,2025-11-19,8519.595525812843,small,28,66,81.74094290192888,62.63210561280235,80.20379332130675,1,1257,0.42424242424242425
208a512a-3e56-41b4-9243-b211a01734ad,2022-03-21,2026-01-07,13944.959543661615,large,7,50,78.93383839490987,64.90796021645302,93.65849708636954,1,1388,0.14
ff2c6eb6-c4cf-4a91-8568-310e4f6c0e00,2021-11-18,2025-02-22,8676.350589553484,small,40,72,72.80011156170274,69.317566822279,71.19889462742597,1,1192,0.5555555555555556
0d20db30-1fee-4fd5-a178-d9df1289febb,2020-12-09,2026-11-13,9130.001141904979,small,49,47,64.79609030179068,26.20939942145118,99.55063425711438,1,2165,1.0
50b3dd25-b9e0-4b22-8c50-bcdba80da1c3,2022-03-29,2027-06-17,11245.971552386818,medium,26,68,77.5970933789016,43.213591435180504,70.51577514599222,1,1906,0.38235294117647056
cf550442-46ea-4be5-ac5c-e40eb94a0dce,2022-07-02,2025-08-11,7137.191862504145,medium,25,13,83.78917466423614,33.281150872890734,88.69314167187126,1,1136,1.0
9cf53f3b-4e08-4891-98f9-5f691040cfc1,2023-05-29,2026-08-19,10455.237781233156,small,38,14,75.91253344830616,34.74094733672713,77.76112000472764,1,1178,1.0
13594f61-b2d7-4bec-afe2-9022bc1bdf95,2024-12-19,2028-01-08,11132.6249994196,small,9,9,69.03320807458383,48.741014570040015,65.0109258263854,1,1115,1.0
d3f22baf-000f-4ab9-add0-9eaf0a4b13f8,2021-12-05,2027-07-07,6999.447633728433,large,29,28,50.353279986662855,62.22491234177971,64.60001255435225,1,2040,1.0
199e3e9a-0b07-4bb6-acf9-2f391d01bcc9,2022-10-22,2027-03-27,9664.916222148815,medium,32,38,82.04982027584276,52.59682944173652,79.37098933757783,0,1617,0.8421052631578947
738ad4a7-d107-429b-a078-61266b96d73f,2023-04-21,2028-06-28,9805.529314262596,small,35,12,52.159077079827064,24.463399528803972,76.7345458048069,1,1895,1.0
0898c196-5672-4a7f-b4bd-a4608bd2d05d,2022-01-02,2027-01-08,11064.882344053694,large,19,92,65.23138743480966,58.59676506780478,80.94590472921597,0,1832,0.20652173913043478
48b6a088-5a9a-4032-8eec-02195f775781,2022-01-25,2025-11-19,7363.653684759226,medium,3,13,76.48584763089872,54.484337101545385,86.31875433919475,1,1394,0.23076923076923078
3f1e106c-b909-4954-9465-97356fe7c881,2020-11-17,2026-02-21,8419.170404633718,small,22,21,54.330806443602185,28.46393629531728,92.95534089105459,1,1922,1.0
9c2209a3-b376-4ca7-9d27-b2ae22720a99,2023-03-31,2027-10-14,10721.395853823798,small,28,55,73.97028983223298,43.96649347542305,92.16939945826,0,1658,0.509090909090909
e6a6c162-00f2-4ac4-870d-a576a3bfe1ca,2021-11-18,2027-04-16,9796.866757979773,small,45,38,67.9484159587267,47.64797359676164,74.21912884524997,1,1975,1.0
1f2fa9f2-9d65-4e3b-a748-8c447c72599b,2022-06-09,2028-11-13,10894.545322382555,large,31,52,72.53778252242809,57.15305832955256,85.42348340067515,1,2349,0.5961538461538461
cc2d5af1-3da5-4a5f-84b1-11d16069aa1e,2023-03-14,2029-07-26,11302.940216874078,small,36,26,52.798019569937715,57.95638992453669,73.29815729115268,1,2326,1.0
